context	segment	gender
"She has spent her political career representing her home state of Minas Gerais, having served in the chamber of deputies from 2015 to 2019. "	 Prior to becoming a politician Muniz worked as a medic and teacher.	female
The night nurse is tied up and Hinton pretends to be her while the others go to the operating theatre. 	 The nurse arrives before any real damage is done.	female
"She is Professor Emerita of English at the University at Buffalo, where she taught from 1974 to 2000. "	" Kahane is the author of Passions of the Voice, a study of narrative and the strategies of hysteric discourse."	female
"(Originally female flight attendants were fired if they reached age 32 or 35 depending on the airline, were fired if they exceeded weight regulations, and were required to be single upon hiring and fired if they got married.) "	" Also in 1968, the EEOC ruled that sex was not a bona fide occupational requirement to be a flight attendant."	female
"In 2017, McHardy co-organised an event with Susan Deacy and Katerina Volioti for the Women's Classical Committee UK on 'Bullying and Harassment in UK Classics Departments: Finding Solutions'. "	" McHardy is the author of Revenge in Athenian Culture (Bloomsbury, 2008); and has co-edited the following four volumes:"	female
"The all-women peer culture formed at women's colleges allowed students to create their own social rules and hierarchies, to become each other's leaders and heroes, and to idolize each other. "	" The practice of smashing involved one student showering another with gifts: notes, chocolates, sometimes even locks of hair."	female
"She is a professor in the Division of Electrical, Electronic and Information Engineering, at Osaka University. "	 Miyaji was born in Osaka Prefecture and became interested in mathematics as an elementary school student after learning of the Epimenides paradox.	female
"She is a professor of psychology at Florida Atlantic University, where she directs the Language Development Laboratory. "	 Hoff is the author of a popular textbook Language Development.	female
"At age six, she appeared in her first commercial for Mama Celeste Pizza. "	" Patts attended Pasadena Alternative School and, while a student, was appointed to a student trustee's position on the Pasadena Board of Education."	female
"Author and critic Robert Greskovic describes a common understanding of her gifts, Nowhere near the beauty and exemplar of her art that Pavlova and Spessivtseva were, Bronislava Nijinska (1891–1972) instead began to make her mark as a choreographer. "	 Nonetheless Nijinska must have truly excelled as a dancer.	female
One of her first projects at Adobe was Trajan. 	" As a designer, Twombly closely studied historical scripts for inspiration in creating digital fonts."	female
"In December she was invited to Garsington Manor, the home of Russell's then mistress Ottoline Morell, and there encountered Clive Bell and other Bloomsbury Group members, and in 1917 she introduced Russell to Dora Black who would later become his second wife. "	" From 1917 Wrinch was funded by Girton College as a research student, officially supervised by G.H."	female
"This is a book full of vaporous, French-intellectual prose that makes Teilhard de Chardin sound like Ernest Hemingway by comparison; but that is not a criticism, because the author likes that sort of prose and has taken lessons in how to write it, and she thinks that plain, homely speech is part of a conspiracy to oppress the poor. "	" This is a book that clatters around in a dark closet of irrelevancies for 450 pages before it bumps accidentally into its index and stops; but that is not a criticism, either, because its author finds it gratifying and refreshing to bang unrelated facts together as a rebuke to stuffy minds."	female
"Leger Eberle (April 6, 1878 – February 26, 1942) was an American sculptor known for her energetic, small bronze sculptures depicting poor immigrants on New York's City's Lower East Side. "	" As an artist, Eberle had strong beliefs and felt a need for artists to create politically and socially conscious works of art that reflected current issues."	female
Her combines images that range from her life in Laos that include ancient large stone jars with burial sites to portraits of the elderly. 	 The artist's image backgrounds range from empty studio back drops to plastic flowers.	female
"In 1668, plays by women began to be staged in London. "	" The performance ran for six nights, which was regarded as a good run for an unknown author."	female
"Addressing this, the art historians Rose-Marie and Rainer Hagen suppose that the donor is imagining that she has entered into his house. "	" The attendant dressed in a festive outfit is by a later artist, perhaps it was added after the donor's marriage."	female
"She is most famous for her invention of the Spanning Tree Protocol (STP), which is fundamental to the operation of network bridges, while working for Digital Equipment Corporation. "	 Perlman is the author of a textbook on networking and coauthor of another on network security.	female
"In 2020, she announced the establishment of a publishing company, Bumblehill Press. "	" As an artist, Windling specializes in work inspired by myth, folklore, and fairy tales."	female
Vos and her sister Elly were separated from their parents during this period (relating to her book Hide and Seek). 	 After the war Vos became a kindergarten teacher.	female
"She then enrolled at St Mary's University College, a third-level college for women established by the Dominicans in 1893, to study modern languages (in her case, French and German). "	 This led to a career as a teacher in Eccles Street and an examiner in the Intermediate Certificate examination.	female
"As early as the late 1820s and early 1830s, she and her sister began opening infant schools in northeastern Ohio. "	" After obtaining a degree from Oberlin College in 1840s, Cowles began a formal career as a teacher."	female
"Due to her father's wide recognition in the music industry, legend artist Mohammed Abdel Wahab gave Angham the copyright of his track Basbosa (Cute Girl) to remake it in her new debut record. "	 Angham was the first artist from the 1980s to be given a song from a legend artist.	female
"By personalizing her online activity, creating an experience, engaging, and providing exclusivity to her fans through social media marketing, Lady Gaga was able to achieve incredible levels of success with her music career. "	" This amount depends on the level of development the band or artist is at and the experience, networks and resources of the manager."	female
She was department chair from 2015 to 2018. 	" Rivière is the author of the book Discontinuous Galerkin methods for solving elliptic and parabolic equations: theory and implementation (SIAM, 2008)."	female
"Eu was elected Secretary of State of California in 1974, becoming the first Asian American woman ever elected to a state constitutional office in the United States. "	 Eu was elected Secretary of State five times.	female
She is Playboy's Playmate for October 1994. 	" Zdrok is also a non-practicing attorney, a clinical psychologist and sex therapist."	female
"Unlike the heroine of the novel, she did not survive, but is commemorated in the church. "	" According to the preface, the work is a romance and not a historical novel, because the author neither dares, nor desires, to claim for it the dignity or cumber it with the difficulty of an historical novel."	female
"Chambers has a keen interest in poetry and literature which began in childhood, with her father encouraging her deep love of the English word. "	 Chambers is an author of historical novels.	female
It is no longer her job to pass on information to the students - a body of knowledge to be learned and assimilated. 	 The teacher’s role is mainly that of a facilitator.	female
"Akhras' father found employment with an Israeli construction firm and was able to build a three-story concrete house, where Akhras and her four brothers and six sisters were raised. "	 Akhras was a straight-A student and had hopes of attending college and becoming a news reporter.	female
"Splendiano asks the merchant to replace the dancer with Djamileh, while being certain that she will soon be his. "	" Veiled, Djamileh enters in the dancer’s costume and, shy and nervous, makes to leave."	female
In 1986 Pelletier composed and recorded her first album Premier Contact which received a nomination as Discovery of the Year at the Félix Awards. 	" This was followed by 150 performances and some music videos, establishing Pelletier's career as a Quebec artist."	female
"I am so afr(aid) that S.I. (governess Sofia Ivanovna Tyutcheva) can speak ... about our friend something bad, Anastasia's twelve-year-old sister Tatiana wrote to their mother on 8 March 1910. "	 I hope our nurse will be nice to our friend now.	female
It wasn't until Ringwald began dipping her toes into slightly more adult roles that she lost her footing. 	 This movie dared to suggest that even a popular honors student is capable of making wrong decisions that result in life-changing consequences.	female
"She was subsequently was also commissioned to create temporary and permanent public art installations for the Washington Projects for the Arts, the Northern Virginia Fine Arts Association (NVFAA), the Humanities Council of Washington, D.C., Howard University, and the Schomburg Center for Research in Black Culture. "	" Whether seen as cosmic or botanical, the artist’s circling compositions exalt natural cycles."	female
"The revision of her fame and status as an author began in the early decades of the 18th century and led to manifest defamations in the 19th and early 20th centuries: she became seen as a scandalous female author who, some critics audaciously asserted, did not deserve to be ever read again. "	" Later critics, however, looked back on the conclusions of Richetti and others were short-sighted and perhaps even outright misogynistic and more reflective of their era than of general historic scholarship on the author as an important political satirist."	female
On her paintings the strength of cold and warm colours appears to be equal. 	 The diary entries register all the artist's speculations in connection with the making of the painting.	female
"When performed by a female artist, these types of stunts sometimes involve aspects of the damsel in distress archetype, although with the damsel rescuing herself rather than waiting for a hero to come to her aid. "	 The artist uses illusion techniques to re-appear unharmed.	female
"She is the daughter of the socialist politician, vice president and minister of Salvador Allende José Tohá, who was killed during the Chilean dictatorship (1973–1990). "	 Tohá entered politics in 1984 as a leader of the University of Chile student federation (Fech).	female
"In Taxation and Innovation in the 20th Century she analyzes the impacts of individual and corporate income taxes on individual inventors, firms that do R&D, and on innovation at the state level in the U.S. throughout the 20th century. "	 Stantcheva has made numerous appearances in the media both as an author and a speaker.	female
Potter once wrote that she often failed to capture the charm and spontaneity of an original sketch when she was forced to copy it for publication and suggested that the original be used during the publication process instead. 	 Potter also suggested the picture of the empty till be removed from the manuscript but it remained where it was and the artist worked up another illustration of the subject.	female
"However, her earnings are not enough to grant her a livelihood, so she is forced to keep other professional activities concomitantly with football. "	" Antunes is a graduate in physical education and works as a teacher at the Universidade de Fafe in Fafe, Portugal."	female
"After she was hired by the court, she continued to perform with the family ensemble until Settimia's marriage and resulting move to Mantua caused its breakup. "	" Caccini served the Medici court as a teacher, chamber singer, rehearsal coach and composer of both chamber and stage music until early 1627."	female
"Working with photographer Bob McMurtry on the series, Hamilton shot photographs of herself wearing constructed objects like her toothpick suit. "	" The artist used $7,500 worth of pennies to cover a large portion of the gallery floor stuck to the surface by a thin coating of honey."	female
"The 20th century cookery writer Elizabeth David considers that it is plain to me that she is reporting at first hand, and sometimes with an original and charming turn of phrase; the television cook Fanny Cradock provided a foreword to a reprint of The Art of Cookery in 1971, in which she praised Glasse and her approach. "	" Craddock found the writing easy to follow and thought Glasse an honest cook, who seemed to have tried most of the recipes in the book."	female
"She began law school at University of California, Hastings College of the Law, before eventually receiving her Juris Doctor from the University of Utah. "	" Before becoming a public official, Achtenberg worked for more than 15 years as a civil rights attorney, nonprofit director, and legal educator."	female
"Depending on the local ordinances, these shots may involve some erotic part of the body of the shooter girl, typically her cleavage, in the delivery. "	" Dancers may also be required to generate a certain number of drink purchases per shift and as part of their rounds, the waitstaff may ask customers if they would like to buy a drink for the dancer seated with them."	female
"She cut her first record, I'm a Honky Tonk Girl, in February 1960. "	" 1 hits, out of 70 charted songs as a solo artist and a duet partner."	female
"This depiction of her likely caused some critics to perceive her simply as a young, decorative model who was working with an older established male painter. "	 Gonzalès was Manet's only formal student and also modeled for several members of the Impressionist school.	female
"Gough lives and trains in Calgary, where she attended high school with other top athletes, at the National Sport School. "	" Currently, Gough is an engineering student at the University of Calgary."	female
"However, she was part of the Soviet national team that set a team world record of 1152 in this discipline in 1985. "	 Ashumova is a teacher at the Azerbaijan Institute of Physical Culture in Baku.	female
"In 1995 she wrote and illustrated a monograph, Old Marks, New Marks, with an essay by Carolyn Radlo, linking her practice to ancient mark making. "	" This inspired a series of paintings and an artist's book, Scratching the Surface: a visit to Lascaux and Rouffignac, which prompted an invitation to revisit Lascaux."	female
"Sofia Shinas (born January 17, 1968) is a Greek Canadian singer, songwriter, actress and director. "	 Shinas entered the entertainment industry as a recording artist and later pursued acting.	female
"As feminism began to take hold in the 1980s, it became common to hear that Many secretaries resent the 'office wife' syndrome, referring to being asked to do such things as paying personal bills for a boss, picking up everything from dry cleaning, or dusting the office. "	" I'm getting paid as a secretary, said one secretary."	female
She concluded the article with her verdict: There was a consistency in her selection of subjects  	" The choice of colours, selection of gradation of hue, which explicitly used more-or-less the same tonality in all the works, revealed the story of artist’s unfaltering and inquisitive mind."	female
"After the release of her Kiesha'ra Series, Atwater-Rhodes revealed that the first four novels she wrote, In the Forests of the Night, Demon in My View, Shattered Mirror and Midnight Predator, were part of the Den of Shadows series. "	" The book is set in and around the author's home town of Concord, Massachusetts and in the realm of Nyeusigrube."	female
"When Vera discovers this, she argues with the woman, who then turns up, inspired by Vera. "	" They agree to both pose nude for the artist, but on condition that they would be buried as normal."	female
"In late 1947, he married Olga Naumova (1901–1978), Natalie's niece. "	 Naumova had lived with the couple and acted as their secretary for 18 years.	female
The students in the program were admitted as a group when Chicago and Schapiro were hired at Cal Arts after Chicago found that the Fresno State College Art department was reluctant to embrace her vision of a new kind of female centered art. 	 It was their intention to teach without the use of authoritarian rules or a unilateral flow of power from teacher to student.	female
"Back in Brazil, she concentrated on the founding of the country's first large-scale Braille publishing press. "	 The educator also turned to the regulation of education for the blind.	female
She can also apparently release a blast of paralytic energy through physical contact without any visible effect. 	 The Asp is also an accomplished dancer with superb muscular control.	female
"I was in tears, shaking, she told the faculty. "	" The student's plea, offered as evidence in support of the school's speech code, instead struck an unintended chord helping to destroy it."	female
The wife would also need to maintain certain household style that indicated a wealthier lifestyle. 	" There are assumptions such as that every house would have, at least, a housekeeper and multiple children."	female
"The only time her name appeared on the ballot was the federal campaign of 1925, when she received 84 votes. "	 As a music teacher Sharp was gifted.	female
I imagine she immediately dashed off a biography of Harry after he defeated Voldemort. 	 It has been speculated that the fraught relationship between Rowling and the press was the inspiration for the author to develop the character.	female
"Returning three days later, she had no memory of where she had been or what she had done and she was again physically punished. "	" Five years later, Beaubier's application to become a teacher of history and geography at the school was accepted."	female
"In February 2008, Vissi signed to Maple Jam Music Group for the management of the release of her upcoming Greek and English albums. "	" Vissi was the most nominated artist with thirteen music videos, and managed to secure the number one position with Treno, while Agapi Ipervoliki came in at number four when the top 30 were announced."	female
The image of a nurse depicted by the media is typically of a female being over-sexualized as well as diminished intellectually. 	 The over-sexualized nurse is commonly referred to as a naughty nurse and is often seen as a sex symbol or nymphomaniac.	female
"Sheryl Munks (born 1965) is an Australian actress, best known for her role in television serials and made for television films. "	" A former dancer of classical ballet, jazz ballet and tap, as well as a dance instructor."	female
"She is also known for her long-running television exercise show, Morning Stretch. "	 Greggains is a former school and physical education teacher.	female
"The author previously had translated existing works and wrote her own books, including novels. "	" The author conducted interviews, including of Kawashima's relatives who were still alive."	female
"In 1979 she was invited to the Netherlands where her pictures were exhibited in different museums and galleries in Deventer, The Hague and Rotterdam for the duration of one year. "	 Çokay worked 17 years as a teacher for art and art history in high schools and spent ten years giving private painting lessons in different gallery studios.	female
Here she met many artists and musicians and became interested in dance. 	" Post trained as a teacher, and went to work in a small town in Massachusetts."	female
She also studied music at Ankara State Conservatory (1985-91) and photography at The New School in New York (2008-9). 	" The artist's Broken series uses ceramics to transform the products of mistakes, accidents, and even disasters, into products of success."	female
"She was a student of Chinese art, literature, and sociology. "	" Ayscough was a lecturer on Chinese art and literature and was the author of eight books on Chinese history, culture, literary criticism and translation."	female
"In 1981 and 1991 she made a tour in Washington, USA. "	 One of the popular songs by the artist was Nakhshun Bajin.	female
Her dissertation was Regaining Control over Cloud and Mobile Data. 	" As a graduate student, Geambașu led the Vanish project for handling self-destructing data."	female
"During the 1948 tour of England, he was reported to have unnerved his teammates and tempted fate by bringing a toy duck into the dressing room, and held up play during a county match by hiding the ball in a pile of sawdust. "	" It was after midnight, but Hassett asked the driver to stop at a random mansion along the road."	male
It's like he's had it – it ain't no fun no more. 	" The curse part of it is the business you have to deal with, and then the blessing part is you get to be a musician and have fun…"	male
"Pozzo was one of two delegates sent to the National Assembly in Paris to demand the political incorporation of Corsica into France, and was subsequently one of the Corsican deputies to the Legislative Assembly, where he sat on the benches of the right until the events of August 1792. "	" Under the new constitution Pozzo was elected procureur-general-syndic, that is, chief of the civil government, while Paoli commanded the army."	male
After Bayer he was the CEO of Treofan Group. 	" Prior to Neste, Vanacker was the CEO and Managing Director of CABB Group GmbH from 2015 to 2018."	male
"In the 1976 film The Last Hard Men, actor Charlton Heston portrayed Captain Sam Burgade, a retired Captain of the Arizona Rangers who pursues the ruthless outlaw who has escaped from prison and kidnapped Burgade's daughter for revenge. "	 Burgade had been the arresting officer for the crime that sent the outlaw to prison.	male
Army officers forced him to relocate with his people to a small camp close to the Pine Ridge Agency. 	 Here the soldiers could more closely watch the old chief.	male
"One of the Mhuruuks who was not slain was Orini, son of Olnar, being just an untrained boy. "	 Eventually Orini became the chief disciple of Dormammu.	male
"It was thought that he was used to driving without a speedometer and so had misjudged his speed on the approach to Lincoln, entering a 15 mph curve at around 55 mph. "	" The driver had also evidently been inattentive because the home signal near the curve was not cleared until the train was almost at it, yet it passed the signal at around 60 mph."	male
Lie joined the Labour Party in 1911 and was named as the party's national secretary soon after receiving his law degree from the University of Oslo in 1919. 	 Lie was editor-in-chief for Det 20de Aarhundre ('The 20th Century') from 1919 to 1921.	male
Krohg's style made him a leading figure in the transition from romanticism to naturalism. 	" Krohg was the founding and editor-in-chief of the Kristiania Bohemian journal, Impressionisten from 1886 until 1890."	male
"The son of a French wine importer and his German wife, Claude Dornier was born in Bavaria where he grew up and attended school, with science being his chief interest. "	" As a young engineer, Dornier first worked on strength calculations at the Nagel Engineering Works in Karlsruhe."	male
"Kozlov unexpectedly shows up at the worksite wearing an expensive suit, the result of having been appointed chairman of the labor union council. "	" Pashkin, who is now Kozlov's driver, tells the group that the peasants in a nearby village are looking to collectivize their farms."	male
"There he handled a large number of corporate finance deals, including the bidding for UMTS licenses in Europe for Telefónica, totaling more than US$15 billion. "	" The firm in which Hayek was CEO, split into two entities in 2006 following Hayek's departure to join the Lebanese Government under Prime Minister Siniora."	male
A Soleil Securities alternative energy analyst cut Xethanol's rating to Sell-target $1.53 from Hold-target $10 after he became disillusioned by the response from Xethanol. 	 The analyst had been trying to obtain information from Xethanol for institutions interested in investing.	male
"Moreau studied this product according to his travels between 1837 and 1840 in Egypt and Syria, and Asia Minor. "	 This book was the first written by a scientist about a drug.	male
"Upon his return from China, he attended the prestigious Army War College, and afterward held a series of intelligence and staff positions. "	" At its beginning, Peers was the assistant deputy chief of staff for special operations."	male
In 1972 he was awarded the Soviet honorary title of Hero of Socialist Labor. 	 Rudenko was one of the chief commandants of NKVD special camp Nr.	male
"Having studied metallurgical engineering, he graduated with distinction from the Moscow Institute of Steel and Alloys in 1986. "	" After graduation Fridman worked as a metallurgical design engineer in Elektrostal Metallurgical Works, a state electrical machinery factory, from 1986 to 1988."	male
"Gabriel Józef Narutowicz (Polish: [ˈɡabrjɛl naruˈtɔvit͡ʂ]; 29 March 1865 – 16 December 1922) was a Polish professor of hydroelectric engineering and politician who served as the first President of Poland from 11 December 1922 until his assassination on 16 December, five days after assuming office. "	" A renowned engineer and politically independent, Narutowicz was the first elected head of state following Poland's regained sovereignty from partitioning powers."	male
"While still a student in the sixth year of composition, Vicente Emilio Sojo commissioned an orchestral suite from him. "	 It was with this composition that Estévez premiered as conductor in the same year.	male
"Bayles (pronounced 'Bay-Less') is known for his work with bands such as The Classic Crime, Isis, Soundgarden, Pearl Jam, Botch, Mastodon, Minus the Bear, Burnt by the Sun, and Norma Jean and as the keyboardist for American indie rock band, Minus the Bear. "	" Eventually moving on to engineering country demo sessions with session musician, Bayles learned the ropes of the recording studio."	male
"Ten years later, he was to have been included in one of the spy exchanges at Berlin's Glienicke Bridge but chose to remain in Poland and spent the rest of his life as a painter and faith healer in Warsaw, where he died. "	 Pawlowski was born in Warsaw in a family of a car mechanic and studied law at university there.	male
"Blume studied mathematics at Trinity College and pursued postgraduate study in finance at the University of Chicago, where he completed a master's degree and doctorate. "	" Blume was chief editor of the Journal of Finance from 1977 to 1980, and also served as editor of the Journal of Financial Economics, The Journal of Portfolio Management, and The Journal of Fixed Income."	male
He is close friends with Harley's father.[vol. 49:extra] His Japanese voice actor is Masato Sako and Shinji Ogawa while his English voice actor is Doug Burks. 	" Otaki is the head inspector of the Osaka district, and good friends with Heizo Hattori and Ginshiro Toyama."	male
Cantwell reminisces about the past while Renata (an 18-year-old countess with whom Cantwell spends the last days of his life) lives in the present. 	 Cantwell is a character in opposition: a tough soldier yet a tender friend and lover.	male
"Julia's suspicions regarding Macrinus' involvement in the death of Caracalla led to her championing the case of her grandson, Elagabalus, as the rightful emperor. "	 At the time Elagabalus was the chief priest of the Phoenician god Elagabal in Emesa.	male
"He also studied conducting under Erich Kleiber, and Karl Muck. "	" Konoye co-founded the Japan Symphonic Association in 1925, and the following year became conductor of the orchestra."	male
"From 1961 until his retirement in 1989, Truesdell was professor of rational mechanics at Johns Hopkins University. "	" Truesdell was the founder and editor-in-chief of the journals Archive for Rational Mechanics and Analysis and Archive for History of Exact Sciences, which were unusual in several ways."	male
In minutes he preempted any possibility of violent resistance from hard-line priistas. 	 It was an act of electoral integrity that will forever mark the mild-mannered economist as a historic figure of Mexico's peaceful transition to democracy.	male
"Under section 50(1) of the Police Force Ordinance, a police officer can apprehend (i.e. arrest) a person if he reasonably suspects the person being arrested is guilty of an offence. "	 Whether there is such a reasonable suspicion in a particular case is to be determined objectively by reference to facts and information which the arresting officer has at the time of the arrest.	male
"Firemen were in practice often engineers-in-training, learning the skills of train operation and assisting the engineer with the observation of signals and other routine aspects of his job performance, waiting for a job opportunity for promotion. "	" It was the conductor, not the locomotive engineer, who was most comparable to the captain of a ship."	male
"In fact, Alfredo Griffin of the Toronto Blue Jays scored the winning run in a game, yet his consecutive game streak ended as he appeared only as a pinch runner. "	 The pinch runner may remain in the game or be substituted for at the manager's discretion.	male
"He has spent his political career representing Pernambuco, having served as state representative since 2011. "	 Before entering politics Coutinho worked as a civil engineer.	male
"Johannesen also set a total of four world records over the course of his career, the most famous of which was his 15:46.6 on the 10,000 m at the 1960 Olympics. "	" Beside skating, Johannesen worked as a carpenter and later ran a gas station."	male
"Five years later, he was dismissed from the State Department after Joseph McCarthy accused him of being a Communist. "	 The former Foreign Service officer challenged the dismissal in court.	male
Two years later Jallud assumed Gaddafi's remaining administrative and protocol duties to allow Gaddafi to devote his time to revolutionary theorizing. 	 Gaddafi remained commander in chief of the armed forces and effective head of state.	male
"Since the architect has a deep involvement in the success of a project, he must perform his work under a clearly defined contract. "	" Under this contract, the architect and the owner are under the obligation of the contract and must abide by it."	male
He also served as first president of the Calgary Medical Society. 	 Lafferty retired from the practice of medicine in 1909 but served as a hospital inspector from 1909 until 1918 (or possibly later).	male
"After surviving several more hazards, he reaches the coast. "	" Here, after passing the final resistance base and an Antlion-infested beach, Frohman encounters an Antlion Guard, which is killed by a Vortigaunt, an alien race helping the humans in the game."	male
"In mid April 1908, he was promoted to General of the Artillery; he was also appointed commander-in-chief of the Kiev Military District later in early December. "	" At the beginning of the First World War, Ivanov was appointed commander-in-chief of the Southwestern Front."	male
"In 1403, he was ordered to write a compilation of every subject and every known book of the Chinese. "	" Xie was appointed chief compiler of this encyclopedia, later named the Yongle Encyclopedia, and completed it by 1408."	male
"At 15, he joined the Royal Australian Air Force as an apprentice motor transport fitter. "	" After ten years as an enlisted airman, McDonald was accepted for pilot training and commissioned as an officer in 1989."	male
"Over a 15-year period beginning in the mid-1980s, he served as communications director for Amnesty International USA, Natural Resources Defense Council, and the Children's Defense Fund. "	 Fulwood was chief media strategist for Human Rights Now!	male
Twice during his time at this school Constantin won a prize as the best mathematics student in Belgium. 	 At this stage Carathéodory began training as a military engineer.	male
"Valuable time was lost when the train manager refused to stop the train until he had investigated the problem himself, saying this was company policy. "	" This decision was upheld in court, absolving the train manager of all charges."	male
In the summer of 2013 he replaced Thomas Maale as manager of the club. 	 Following a successful first season as manager Krogh was hired as manager of Næstved BK in the summer of 2014.	male
"Alongside his communications management roles he specialised in crisis management and counterterrorist issues, and his final posting was to create and lead Britain's civil crisis management unit and the government's communication specialists. "	" After working as a trade and local news journalist, Granatt joined the civil service in 1979 as an information officer."	male
"Toth's association with the group began when he was working at a Boston Borders Books; The mother of Vertical Horizon's lead singer and guitarist Matt Scannell, was shopping in the bookstore and asked Ed for a Vertical Horizon CD, which he had listened to and quite enjoyed. "	" Toth went to the show as the manager's friend; and when the band had an opening for a drummer, Toth auditioned for the spot."	male
"At 60, he became one of the oldest rookie managers in baseball history when he was appointed skipper of the 1942 Phils, in the midst of the longest streak of futility in their history. "	" Counting two losses as an interim manager in 1938, Lobert's career managerial record was 42–111 (.275)."	male
"He, along with his team, discovered natural antisense RNA. "	" Inouye was also a key scientist involved in the discovery and characterization of retrons, which are retroviral-like elements found in various bacterial genomes."	male
Per's father Hauk Aabel played the starring role as Jeppe; it has been extremely unusual in Norwegian cinema for a son to direct a film with his father in a leading role. 	 Jeppe is a poor farmer who drinks too much.	male
"While the security officer makes his way far into the citadel, Battle Group Seven of the Pfhor fleet arrives and engages Durandal's ship. "	 The security officer is abruptly teleported to help hold back boarding parties while Durandal teleports all remaining Human and S'pht crew to a stronghold on the planet's surface.	male
He is a former chairman of the Hong Kong branch of Royal Institution of Chartered Surveyors. 	" After holding the post, Leung became an honorary advisor for the local governments of Shenzhen, Tianjian and Shanghai on land reform."	male
"A graduate of the École des Hautes Études Commerciales, he received his MBA from Columbia Business School where he was a Fulbright scholar. "	 Perraud was executive vice president and chief financial officer (CFO) of Schlumberger.	male
"From 1959 to 1962 he read engineering at Keble College, Oxford, and then began his career as a designer at consultants Rendel, Palmer and Tritton. "	 Sainsbury also worked as project engineer and later as project director on the construction of the Natwest Tower which was completed in 1980.	male
"Afterward, while looking for a stream from which to obtain water with a friend, he discovers from the commanding officer that his regiment has a lackluster reputation. "	 The officer speaks casually about sacrificing the 304th because they are nothing more than mule drivers and mud diggers.	male
"Craig Shakespeare took over as caretaker manager, and in his first match in charge, Leicester won 3–1 against fifth-placed Liverpool, with Vardy scoring a brace. "	" Following two impressive results and initiating the type of positive response that we hoped change would bring, the club's owners then decided Shakespeare would become the club's manager until the end of the season."	male
His father died in 1916. 	 Nussbaum first worked as a laborer for the Truck Company and at a box company in that same year.	male
"The engine driver, who had never driven the route before (but had been over it with excursion trains when a fireman), objected to these instructions, saying that his instructions were that the train was to be of thirteen vehicles at most. "	" Two other witnesses said that the driver had asked for a second engine if more carriages were added and had been refused by the station master, as none were available; the driver (in supplementary evidence given through the railway company's officers) denied this."	male
"In response to the captain's inquiries, the first officer replied that he did not see the runway. "	 The landing gear was raised and the first officer announced that the flight was executing a missed approach.	male
"About 1856, he led his people in relocating to the Omaha reservation in what is now northeastern Nebraska. "	 LaFlesche served as principal chief until 1888.	male
"According to Heller, he told Wright, Every dollar comes into Ruthless, I take twenty cents. "	 That's industry standard for a manager of my caliber.	male
He won his sole Railway Cup medal in 2005 as Munster defeated Leinster by 1-21 to 2-14 in Boston. 	 Mulcahy was appointed manager of the Cork Institute of Technology senior hurling team in 2011.	male
"On March 9, 2018, he announced he was leaving BioWare once again to pursue his independent work. "	 Karpyshyn was at one point employed as a loan officer.	male
"On 10 March, in worsening weather and with his own supplies dwindling, Cherry-Garrard turned for home. "	" Atkinson would later write, I am satisfied that no other officer of the expedition could have done better."	male
In July 2007 he successfully completed the final part of the UEFA Pro Licence course and joined a group of only 111 coaches holding the game's top qualification. 	" Later in the 2004–05 season, Onuora became a coach and youth development officer at Swindon Town."	male
"Pushing on with his battalion towards the Marne, his troops eventually took 1,500 prisoners and captured in excess of 30 field guns and machine guns. "	" Promoted to hauptmann (captain), Ravenstein was posted to the Imperial Guard as a battalion commander."	male
"Still suspicious, Koenig quizzes him on Earth history to confirm his identity as a human being. "	" The scientist gives all the correct answers, down to the winner of the 1998 World Series."	male
"Schwartz started his career in 1987 at McKinsey & Company in New York City, focused on serving consumer products and financial services companies.[citation needed] In 1989, Schwartz left McKinsey and moved to Chevy Chase, Maryland, where he was a co-founder of Lighthouse Design, a company focused on building software for NeXT Computer, Inc. "	" Eventually, Schwartz became chief executive officer of Lighthouse."	male
"Finally he encounters a derelict street musician, the first and only instance in the cycle in which another character is present. "	" The mysterious and ominous nature of the musician, along with the question posed in the last lines, leave the fate of the wanderer open to interpretation."	male
"In March 1987, he was appointed Politico-Military officer for the U.S. "	 Rocha also has served as Deputy Principal Officer of the U.S.	male
"In 1865, after 15 years of service as an officer, Luitenant Tan Tjoen Tiat was raised to the rank his father-in-law had held, that of Kapitein. "	" This mayoral elevation went against existing tradition, which favoured the longest-serving Kapiteins from long-established officer families, and thus showed the confidence in which the colonial government held the new Majoor."	male
Ziri ibn Manad or Ziri son of Mennad (died in 971) was the founder of the Zirid dynasty in the Berber world. 	" Ziri ibn Mennad was a chief of the Takalata branch of the Sanhajah confederation, to which the Kutama Berbers belonged."	male
"McGavin was born in Paisley, Ontario, son of James McGavin, a saddler born in Catrine, Ayrshire, Scotland[citation needed] and Elizabeth Wright, born in Glasgow Scotland, daughter of James Wight and Jean Malcolm.[citation needed] He came to Manitoba in 1877. "	" McGavin was appointed a health officer in 1903, with a stipend of $40 per annum."	male
A recruitment target of approximately one thousand soldiers is desired to eventually form a 757-man battalion. 	 Soldier fallout usually occurs due to voluntary withdrawal or failure to meet training standards.	male
"By his first wife he had a son, David, who now lives at The Hague, the Netherlands.[citation needed] His second wife, Muriel McClure (1915-1994), a well-known writer, was born in California. "	" Beadle's chief hobbies were rockclimbing, skiing, and gardening."	male
"Once the ruffian shoots his air gun, scoring a direct hit on Holmes's dummy across the street, Holmes and Watson are on him, and he is soon disarmed and restrained. "	" They are led by Inspector Lestrade, who arrests the gunman."	male
