context	segment	gender
"She has also translated verses from Latvian into the Estonian language, and has also written new Estonian translations for the plays Among the Angels by Leonid Zhuhovitsky, The Cherry Orchard by Anton Chekhov, and Years of Wandering by Aleksei Arbuzov. "	 Härm has also earned recognition as a nature photographer.	female
"In December she was invited to Garsington Manor, the home of Russell's then mistress Ottoline Morell, and there encountered Clive Bell and other Bloomsbury Group members, and in 1917 she introduced Russell to Dora Black who would later become his second wife. "	" From 1917 Wrinch was funded by Girton College as a research student, officially supervised by G.H."	female
"As she attempts to reach for a gun she has nearby for protection, Marino bursts into her bedroom and shoots the intruder, having realized that the news article would make Scarpetta a likely target. "	 Scarpetta's suspicion proves to be correct; the killer was a 911 dispatcher.	female
"While inebriated, she made vicious remarks about the other women, and instigated a major confrontation with Kyle Richards and Faye Resnick. "	 DuBois is the author of four books dealing with mediumship.	female
"Because Ekenvall wanted to maintain the neutrality of the organization and not support political factions, she wrote to women from all walks of life, like Inga Thorsson and Barbro Alving asking for their support in the drive to create an international research center. "	" When the management of the Gothenburg City Library was transferred from the Gothenburg Municipality to state management as the Gothenburg University Library in 1961, Ekenvall transferred to the new organization and in 1968 was appointed as the head librarian."	female
"I wrote about a wet nurse because I'm fascinated with the idea that no matter how 'civilized' we've become, we still need this very primal function; also, wet nursing was the more honorable way for a woman to make a living from her body. "	 Its protagonist is a wet nurse whose breasts provide an unending supply of milk.	female
"The extended play, as well as her previous one, helped further draw interest in Voegele as an artist. "	" That same year, Voegele's song Only Fooling Myself won the Pop category of the 2005 USA Songwriting Contest, the youngest artist ever to win the honor in any category."	female
"She attended Edinburgh Ladies’ College and Edinburgh Atelier, before moving to the Herkomer School of Painting in Bushey, Hertfordshire to study under Hubert von Herkomer, a well-known portrait painter. "	 Gulland was a freelance artist whose primary work was as a genre painter and mezzotint engraver.	female
"Two years later, when Hunt was promoted to the Arizona Tax Commission, Mofford followed her boss to the new position. "	 Mofford returned to the Tax Commission in 1947 as executive secretary.	female
"In 2008, she translated Junot Diaz's Pulitzer Prize-winning novel, The Brief and Wondrous Life of Oscar Wao, into Spanish. "	" The Dominican-American author's novel addresses many themes, including young adult sexuality and national identity, also present in Obejas' work."	female
"While Dhumavati is generally associated with only inauspicious qualities, her thousand-name hymn relates her positive aspects as well as her negative ones. "	" Dhumavati is described as a great teacher, one who reveals ultimate knowledge of the universe, which is beyond the illusory divisions, like auspicious and inauspicious."	female
"Already in mid-December 1943, she resumed her duties as manager of the children's section of Żegota. "	" During the Warsaw Uprising, Sendler worked as a nurse in a field hospital, where a number of Jews were hidden among other patients."	female
"Soon after she helped form Amici Forever with which she released two successful albums, The Opera Band (2004) and Defined (2005). "	 Maswanganyi is also active as a solo artist on both the concert and opera stages.	female
"She had 11 pupils, which included her five younger brothers. "	 The first school year was brought to an end when a heavy rainstorm flooded the building and sent the teacher and pupils fleeing to higher ground.	female
The night nurse is tied up and Hinton pretends to be her while the others go to the operating theatre. 	 The nurse arrives before any real damage is done.	female
"Depending on the local ordinances, these shots may involve some erotic part of the body of the shooter girl, typically her cleavage, in the delivery. "	" Dancers may also be required to generate a certain number of drink purchases per shift and as part of their rounds, the waitstaff may ask customers if they would like to buy a drink for the dancer seated with them."	female
The image of a nurse depicted by the media is typically of a female being over-sexualized as well as diminished intellectually. 	 The over-sexualized nurse is commonly referred to as a naughty nurse and is often seen as a sex symbol or nymphomaniac.	female
"She was born Charlotte Louise Kingdon, the daughter of John Clarence Kingdon and Elsie Wilmot, and was educated at Minnedosa Collegiate, the Manitoba Provincial Normal School and Brandon College. "	" Prior to running for political office, Oleson raised three children and worked as librarian for the town of Glenboro and later for Glenboro Collegiate."	female
"When Vera discovers this, she argues with the woman, who then turns up, inspired by Vera. "	" They agree to both pose nude for the artist, but on condition that they would be buried as normal."	female
"She is Professor Emerita of English at the University at Buffalo, where she taught from 1974 to 2000. "	" Kahane is the author of Passions of the Voice, a study of narrative and the strategies of hysteric discourse."	female
"Back in Brazil, she concentrated on the founding of the country's first large-scale Braille publishing press. "	 The educator also turned to the regulation of education for the blind.	female
"Meanwhile, she had left the Democratic Party, after having criticized Matteo Renzi's policies and joined Giuseppe Civati's Possible. "	" After Civati's resignation, Brignone was elected the new Secretary of Possible."	female
"In 1987, she produced a report that the herpes simplex genome can remain harbored in trigeminal ganglia. "	" Cook mentored collaborators, postdoctoral fellows, graduate students, and technicians."	female
"In the early stages of her career, she produced some beautiful woodcuts for Cassell's Magazine, which her husband edited, and for Good Words. "	 Haweis was also an author.	female
"Work on them will be funded using Patreon, as mentioned in her blog. (as Michelle Sagara, Luna Books) Kaylin is a young woman with a complicated history. "	" The books tend to be more procedural than the author's other novels, but with an underlying, driving plot."	female
"Both had handled her previous novel, We the Living. "	" According to Peikoff, [Macmillan's] comment was: the author does not understand socialism."	female
A selection of the most prominent exhibitions includes: NMWA hosts educational programs for all age groups to teach the public about the artistic accomplishments of women. 	 Member days include curator- and artist-led tours.	female
"When performed by a female artist, these types of stunts sometimes involve aspects of the damsel in distress archetype, although with the damsel rescuing herself rather than waiting for a hero to come to her aid. "	 The artist uses illusion techniques to re-appear unharmed.	female
"I was in tears, shaking, she told the faculty. "	" The student's plea, offered as evidence in support of the school's speech code, instead struck an unintended chord helping to destroy it."	female
"The 11th century Vishnu temple at Trikodithanam, and the Kidangur Subramanya temple, have several sculptures of female dancers in Mohiniyattam pose. "	" The 16th century Vyavaharamala by Nambootiri contains the first known mention of the term Mohiniyattam, in the context of a payment to be made to a Mohiniyattam dancer."	female
"(Originally female flight attendants were fired if they reached age 32 or 35 depending on the airline, were fired if they exceeded weight regulations, and were required to be single upon hiring and fired if they got married.) "	" Also in 1968, the EEOC ruled that sex was not a bona fide occupational requirement to be a flight attendant."	female
"In February 2008, Vissi signed to Maple Jam Music Group for the management of the release of her upcoming Greek and English albums. "	" Vissi was the most nominated artist with thirteen music videos, and managed to secure the number one position with Treno, while Agapi Ipervoliki came in at number four when the top 30 were announced."	female
She is an advocate for diversity in the STEM fields. 	 Gómez was diagnosed with multiple sclerosis as a doctoral student.	female
"Ibbotson had said she disliked financial greed and a lust for power, and often created antagonists in her books who have these characteristics. "	" These books, set primarily in the Austrian countryside, display the author's love of nature."	female
"Following Congressional passage of the amendment, Friedan advocated for ratification of the amendment in the states and supported other women's rights reforms: she founded the National Association for the Repeal of Abortion Laws but was later critical of the abortion-centered positions of many liberal feminists. "	" Regarded as an influential author and intellectual in the United States, Friedan remained active in politics and advocacy until the late 1990s, authoring six books."	female
She concluded the article with her verdict: There was a consistency in her selection of subjects  	" The choice of colours, selection of gradation of hue, which explicitly used more-or-less the same tonality in all the works, revealed the story of artist’s unfaltering and inquisitive mind."	female
"Her committee assignments include the Aging and Older Adult Services, Children & Youth, Commerce, and Rules. "	 Shusterman also serves as Democratic secretary of the Judiciary committee.	female
"However, she was part of the Soviet national team that set a team world record of 1152 in this discipline in 1985. "	 Ashumova is a teacher at the Azerbaijan Institute of Physical Culture in Baku.	female
"Both concerts were commercial success, selling out on both tour dates, and made her one of few top-drawer Japanese artists to hold a concert at the Tokyo Dome. "	" With sales from both the concert and album, Hamasaki was recognized as the top selling artist of 2001 with over 24 billion yen."	female
Vos and her sister Elly were separated from their parents during this period (relating to her book Hide and Seek). 	 After the war Vos became a kindergarten teacher.	female
"While her work often includes imagery such as tea parties, and children's cartoon characters, Buffalohead has said that the work is intended to be unsettling. "	" Buffalohead is a mixed media artist, and works in many different mediums, including oil paints, birch bark, porcupine quills, and printmaking."	female
Professional Industrial Rope Access Services Pte Ltd (PIRAS) agrees to paint the Bridge at a subsidized rate and Michelle Tan agrees to be the project manager Pacita works with Visual Media Works to transform her colorful hand-painted Bridge sketches into detailed computerized workplans for the painters to follow. 	" As a final touch, the railings are hand painted by the artist with multiple circles"	female
"Cook and Dickerman made this their home and Eleanor had her own room, although she rarely spent the night. "	" Cook, an expert woodworker, made all furniture."	female
"As her work has evolved over the past several years, Baker says she is less conscious of ‘riding the boundary’ between the historically disparate modes. "	 Flat Out also featured freestanding sculptural works such as Kurotoplac Kurve that the artist would explore further in subsequent shows.	female
"By personalizing her online activity, creating an experience, engaging, and providing exclusivity to her fans through social media marketing, Lady Gaga was able to achieve incredible levels of success with her music career. "	" This amount depends on the level of development the band or artist is at and the experience, networks and resources of the manager."	female
DooLittle began her career as a peepshow girl in New York's Times Square in the 1980s. 	" DooLittle spent three years working on staff as a sex educator with the feminist sex toys store Babeland, holding the position of Education Coordinator and Lead Workshop Facilitator."	female
"The author previously had translated existing works and wrote her own books, including novels. "	" The author conducted interviews, including of Kawashima's relatives who were still alive."	female
"Unlike the heroine of the novel, she did not survive, but is commemorated in the church. "	" According to the preface, the work is a romance and not a historical novel, because the author neither dares, nor desires, to claim for it the dignity or cumber it with the difficulty of an historical novel."	female
"Sofia Shinas (born January 17, 1968) is a Greek Canadian singer, songwriter, actress and director. "	 Shinas entered the entertainment industry as a recording artist and later pursued acting.	female
"Koolmatrie learned her craft in the early 1980s from elder and weaver, Dorothy Kartinyeri. "	" Their coiled bundle technique uses local spiny-headed sedge (Cyperus gymnocaulos), known to the artist as bilbili and river rushes, and Koolmatrie is credited with saving the traditional Ngarrindjeri craft."	female
Initially the girl was panicky but she eventually calmed down when she realized that her situation was safe. 	" Flooding therapy is not for every individual, and the therapist will discuss with the patient the levels of anxiety they are prepared to endure during the session."	female
"As early as the late 1820s and early 1830s, she and her sister began opening infant schools in northeastern Ohio. "	" After obtaining a degree from Oberlin College in 1840s, Cowles began a formal career as a teacher."	female
"She retired from Erlangen and moved to the University of Debrecen, in Hungary, in 2001, but died on 19 December 2001, shortly after starting her new position there. "	 Cofman was the author of:	female
She became the first woman to be given the title of majority leader of the Kansas Senate when she was elected in 1993. 	" While serving as lieutenant governor, Frahm also served as the state's Secretary of Administration."	female
"She is a professor of psychology at Florida Atlantic University, where she directs the Language Development Laboratory. "	 Hoff is the author of a popular textbook Language Development.	female
"In 1993, she earned a Master of Fine Arts degree in creative writing from Brown University "	" The literary journal Granta asked booksellers, librarians, and literary critics to nominate who they believed to be the country's best young author."	female
"When she took a photography course, she became obsessed once more, and graduated with a photography major. "	 Sigismondi started a career as a fashion photographer.	female
"She had another affair with a local man during a stay with her daughters in Samoa in 1989; when she returned she discovered Pat was also having an affair, which she accepted. "	" A prolific artist, Bewick paints in oil, sculpts, and works with cloth, but is most associated with watercolours."	female
"Fatma Öcalan is the sister of Abdullah Öcalan and Dilek Öcalan, a former parliamentarian of the HDP, is his niece. "	" Öcalan is the author of more than 40 books, four of which were written in prison."	female
"In both letters she quotes from such classical figures as Aristotle and Tacitus, and she draws from various Greek and Roman myths. "	" Speght's was the first of three responses to Swetnam's tract, and was the only one published under the author's actual name."	female
"McGavin was born in Paisley, Ontario, son of James McGavin, a saddler born in Catrine, Ayrshire, Scotland[citation needed] and Elizabeth Wright, born in Glasgow Scotland, daughter of James Wight and Jean Malcolm.[citation needed] He came to Manitoba in 1877. "	" McGavin was appointed a health officer in 1903, with a stipend of $40 per annum."	male
"There he handled a large number of corporate finance deals, including the bidding for UMTS licenses in Europe for Telefónica, totaling more than US$15 billion. "	" The firm in which Hayek was CEO, split into two entities in 2006 following Hayek's departure to join the Lebanese Government under Prime Minister Siniora."	male
"In July 2000, McCall accepted his first coaching role, when he was appointed assistant manager to Chris Hutchings at Bradford City, after Hutchings was promoted from the role to replace Paul Jewell as City manager. "	" Just four months later, Hutchings was sacked, and McCall was appointed as caretaker-player manager."	male
"Afterward, while looking for a stream from which to obtain water with a friend, he discovers from the commanding officer that his regiment has a lackluster reputation. "	 The officer speaks casually about sacrificing the 304th because they are nothing more than mule drivers and mud diggers.	male
"Part of his recording of The Rite of Spring, augmented by a rehearsal recording unobtainable elsewhere, was used by Decca on the company's 1957 stereo demonstration LP, A Journey into Stereo Sound. "	 The conductor's clear and methodical counting of beats is a distinct feature of this rehearsal sequence.	male
"Trapp created the Oklahoma Forestry Commission, the Oklahoma Conservation Commission, and the Oklahoma Fish and Game Commission out of his desire to preserve the environment. "	 Trapp also proved to be an effective law enforcement officer.	male
"Pushing on with his battalion towards the Marne, his troops eventually took 1,500 prisoners and captured in excess of 30 field guns and machine guns. "	" Promoted to hauptmann (captain), Ravenstein was posted to the Imperial Guard as a battalion commander."	male
"Toth's association with the group began when he was working at a Boston Borders Books; The mother of Vertical Horizon's lead singer and guitarist Matt Scannell, was shopping in the bookstore and asked Ed for a Vertical Horizon CD, which he had listened to and quite enjoyed. "	" Toth went to the show as the manager's friend; and when the band had an opening for a drummer, Toth auditioned for the spot."	male
"However, since he was too unhealthy, he was rejected from combat duty. "	" There Fischinger attended a trade school and worked as an apprentice, eventually obtaining an Engineer's Diploma."	male
"In November 2014, a resident of Accomack County, Virginia, produced video evidence that two workers in a van marked with a PETA logo had entered his property in a trailer park and taken his dog, who was then euthanized. "	" The trailer park's manager had contacted PETA after a group of residents moved out, leaving their dogs behind, which is why the workers were on the property."	male
"In 1994, after graduating from San Francisco State University's film school, he started working with Jamie Hyneman at M5 Industries. "	" Belleci worked as a stage manager, running errands and cleaning the shop, but quickly moved up the ranks."	male
"Having studied metallurgical engineering, he graduated with distinction from the Moscow Institute of Steel and Alloys in 1986. "	" After graduation Fridman worked as a metallurgical design engineer in Elektrostal Metallurgical Works, a state electrical machinery factory, from 1986 to 1988."	male
"Retaining his post as a teacher at the Berlin conservatory from 1875, he had among his pupils Frank Damrosch, Joaquín Nin, Ernest Schelling, Joaquín Turina, Carl Lachmund, Bernhard Pollack, Ernst Jonas, Wilhelm Sachs, Helene von Schack, Albert Ulrich and Johanna Wenzel. "	" Moszkowski then travelled successfully throughout Europe with the reputation of being an exceptional concert pianist and brilliant composer, having also gained some recognition as a conductor."	male
"Once the ruffian shoots his air gun, scoring a direct hit on Holmes's dummy across the street, Holmes and Watson are on him, and he is soon disarmed and restrained. "	" They are led by Inspector Lestrade, who arrests the gunman."	male
Air Marshal Ahmed Shafik received the highest medals and merits during his service. 	" As a young officer, Shafik served as a Mig-19 and Mig-21 fighter pilot and was later appointed as fighter air squadron commander."	male
"Vladimir Teodorovich Spivakov (Russian: Влади́мир Теодо́рович Спивако́в) (born 12 September 1944 in Ufa), is a leading Soviet and Russian conductor and violinist best known for his work with the Moscow Virtuosi chamber orchestra. "	" At the age of 13, Spivakov was awarded the first prize at the major conductor contest in Moscow."	male
"After winning the Serie A Footballer of the Year Award later that month, Buffon hinted that he could possibly play for Italy again, stating: I took a break from the national team. "	" With the way I am though, both for Juventus and for the national team I have always considered myself a soldier, so I could never desert a possible call in the future if needed."	male
"The military background of Baasha is not explicit in the text, though he reportedly killed Nadab within the king's own military camp. "	 Which would indicate that Baasha was a soldier or officer in Nadab's army.	male
He took the stage name Robert T. Odeman when he began his career as an actor and musician. 	" After training to become a carpenter, Odeman studied classical piano, successfully performing throughout Europe for several years as a pianist."	male
"The Serb Volunteer Guard (Serbian: Српска добровољачка гарда, СДГ / Srpska dobrovoljačka garda, SDG), also known as Arkan's Tigers (or only Tigers; Serbian: Арканови тигрови / arkanovi tigrovi, or only Тигрови / Tigrovi) or Arkan's men (Serbian: Аркановци / Arkanovci), was a Serbian volunteer paramilitary unit founded and led by Arkan that fought in Croatia (1991–93) and Bosnia (1992–95) during the Yugoslav Wars. "	" The Guard was under the command of the Territorial Defense, a regular military in charge of the territories of Croatia populated predominantly by Serbs during the first half of the 1990s."	male
He also served in that chamber's party leadership as the Senate Democratic Caucus Secretary from 2005 to 2010. 	 Albertson is a singer-songwriter and musician that has toured in 26 countries.	male
A cunning forest officer denies that the tiger entered his range and sketches a plan to capture it and sell it to buyers. 	" The reason why the forest officer planned to capture Thumbaa is because it does not have the tracker, whereas all other tigers in the forest are being monitored."	male
"From 1961 until his retirement in 1989, Truesdell was professor of rational mechanics at Johns Hopkins University. "	" Truesdell was the founder and editor-in-chief of the journals Archive for Rational Mechanics and Analysis and Archive for History of Exact Sciences, which were unusual in several ways."	male
"A graduate of the École des Hautes Études Commerciales, he received his MBA from Columbia Business School where he was a Fulbright scholar. "	 Perraud was executive vice president and chief financial officer (CFO) of Schlumberger.	male
"As an independent project, in 1969 he founded the magazine m - The Magazine For Men. "	 Burda assumed the role of sole shareholder and CEO of Burda Holding in 1987.	male
His participation in a convocation of business leaders and students at Harvard University during the Vietnam War landed him in the Nixon Enemies List. 	 Palmieri served as the Deputy Rehabilitator and CEO at Mutual Benefit from 1991 until 1994.	male
"Valuable time was lost when the train manager refused to stop the train until he had investigated the problem himself, saying this was company policy. "	" This decision was upheld in court, absolving the train manager of all charges."	male
"When the organization had their first drill on October 25, 1858, the men were in civilian clothing as uniforms were not yet available. "	 The inspector was informed by Col. McLeays that:	male
"The officer was never identified, although Boswell gave a description of him at the time. "	" One SCS officer was convicted in 1983 of beating up suspects on the evidence of a police cadet, who was subsequently ostracised and resigned."	male
"During his military service, Brătianu studied engineering. "	" Brătianu received an engineer's diploma, but not a licence to practice."	male
"After four years competing in the major single-seater categories in Europe (2001–2005), and having proved himself driving for the low budget team Interwetten.com in World Series by Renault during its 2005 season, Rees was awarded a test in the renowned Italian dream Draco Racing in the winter of that same year. "	" The test opened new doors for the Brazilian driver, and 2006 was a promising year."	male
"His loyal service earned him the governorships of Izu Province, Kozuke and a number of others in turn, as well as a number of other high government positions. "	" Yorimitsu served as commander of a regiment of the Imperial Guard, and as a secretary in the Ministry of War."	male
Two years later Jallud assumed Gaddafi's remaining administrative and protocol duties to allow Gaddafi to devote his time to revolutionary theorizing. 	 Gaddafi remained commander in chief of the armed forces and effective head of state.	male
"Johannesen also set a total of four world records over the course of his career, the most famous of which was his 15:46.6 on the 10,000 m at the 1960 Olympics. "	" Beside skating, Johannesen worked as a carpenter and later ran a gas station."	male
"Halpin was promoted to second mate of Salem, a wool clipper on the Australia run, before he transferred over from sail to steam ships. "	 Halpin believed steam was the future of shipping and became first officer in Khersonese.	male
"Blume studied mathematics at Trinity College and pursued postgraduate study in finance at the University of Chicago, where he completed a master's degree and doctorate. "	" Blume was chief editor of the Journal of Finance from 1977 to 1980, and also served as editor of the Journal of Financial Economics, The Journal of Portfolio Management, and The Journal of Fixed Income."	male
"He worked on sessions for Fleetwood Mac, T.Rex, Yes, Emerson, Lake & Palmer, Petula Clark, Jerry Lee Lewis and Osibisa. "	" Rushent progressed to senior assistant engineer, staff engineer, and eventually head engineer."	male
He also sang in The Work. 	 Hodgkinson is a self-taught musician.	male
"Simonson told the president in his 2006 resignation letter that he had accomplished what he had set out to do, and it was time to pursue other opportunities. "	 Simonson served as the Secretary's principal advisor on matters related to bioterrorism and other public health emergencies.	male
"In the 1976 film The Last Hard Men, actor Charlton Heston portrayed Captain Sam Burgade, a retired Captain of the Arizona Rangers who pursues the ruthless outlaw who has escaped from prison and kidnapped Burgade's daughter for revenge. "	 Burgade had been the arresting officer for the crime that sent the outlaw to prison.	male
"In 1403, he was ordered to write a compilation of every subject and every known book of the Chinese. "	" Xie was appointed chief compiler of this encyclopedia, later named the Yongle Encyclopedia, and completed it by 1408."	male
Twice during his time at this school Constantin won a prize as the best mathematics student in Belgium. 	 At this stage Carathéodory began training as a military engineer.	male
"After brilliant conduct in the artillery, he has proven the highest qualities of courage by attacking numerous balloons and has shot down four. "	 Officer of the highest value; pursuit pilot of heroic bravery.	male
"At about 1:30 a.m. on the day of the explosions, the company called an inspector and informed him that there had been some leakage from the facility. "	 The inspector visited the site and checked for vapors on some nearby streets but did not notice a serious problem.	male
"Gabriel Józef Narutowicz (Polish: [ˈɡabrjɛl naruˈtɔvit͡ʂ]; 29 March 1865 – 16 December 1922) was a Polish professor of hydroelectric engineering and politician who served as the first President of Poland from 11 December 1922 until his assassination on 16 December, five days after assuming office. "	" A renowned engineer and politically independent, Narutowicz was the first elected head of state following Poland's regained sovereignty from partitioning powers."	male
"Since the architect has a deep involvement in the success of a project, he must perform his work under a clearly defined contract. "	" Under this contract, the architect and the owner are under the obligation of the contract and must abide by it."	male
He also contributed to the Royal Society and the International Union for Co-operation in Solar Research. 	 This was an important appointment for such a junior scientist.	male
"Byrnes began his talk show on March 23, 2011. "	" As of 2013, Byrnes also works as an analyst for select Pac-12 Network baseball games."	male
"On 19 December 1999, Llewelyn was driving alone to a book signing event when his Renault Mégane was involved in a head-on collision with a Fiat Bravo driven by a 35-year-old man on the A27 near the village of Berwick, East Sussex. "	 The other driver was seriously injured.	male
In 1945 he moved to Lübeck. 	 Kühnert's most active period as an architect was in the 1920s.	male
Ziri ibn Manad or Ziri son of Mennad (died in 971) was the founder of the Zirid dynasty in the Berber world. 	" Ziri ibn Mennad was a chief of the Takalata branch of the Sanhajah confederation, to which the Kutama Berbers belonged."	male
"The conductor arrives (speaking Italian but with an affected German accent), proving theatrically critical of the ensuing performance quality and equally quarrelsome with trade union representatives on site, wearing down the orchestra members as he commands them to play with exceedingly particular nuances bordering on absurd abstraction, leading several musicians to strip away clothing under the strain of this taxing effort. "	" Protesting the conductor's authoritarian abuses, the union reps intervene, spitefully announcing that all musicians will be taking a 20-minute double break."	male
The director produces the play in the way he envisages how it ought to be seen as he interprets what the playwright intended within the drama; he takes care of the effectiveness of the rehearsals of the actors; and coordinates the work of designers and technicians in the production. 	" The stage manager has to work with the director, and ascertain whether both the director's objectives and the perceptions of the stage designers are compatible and realistic."	male
"Firemen were in practice often engineers-in-training, learning the skills of train operation and assisting the engineer with the observation of signals and other routine aspects of his job performance, waiting for a job opportunity for promotion. "	" It was the conductor, not the locomotive engineer, who was most comparable to the captain of a ship."	male
"Pozzo was one of two delegates sent to the National Assembly in Paris to demand the political incorporation of Corsica into France, and was subsequently one of the Corsican deputies to the Legislative Assembly, where he sat on the benches of the right until the events of August 1792. "	" Under the new constitution Pozzo was elected procureur-general-syndic, that is, chief of the civil government, while Paoli commanded the army."	male
His father died in 1916. 	 Nussbaum first worked as a laborer for the Truck Company and at a box company in that same year.	male
"The ROC crest and cap badge depict a 16th-century soldier holding aloft a flaming torch while shielding his eyes with his free hand, as though looking towards a distant place or object. "	" Uniform tunic buttons, lapel badges and the reverse of the ROC Medal also depict the soldier in the same pose while standing beside a coastal signal fire or warning beacon, with a chain of lit beacons extending along the coastline into the far distance."	male
"Moreau studied this product according to his travels between 1837 and 1840 in Egypt and Syria, and Asia Minor. "	 This book was the first written by a scientist about a drug.	male
"Governor King recommended he take the office permanently despite his inebriate habits, for no other person in the colony was at all equal to that office and the salary, then about (Pounds)350 with the benefit of several assigned servants and land grants, was insufficient inducement. "	 Atkins remained the colony's principal legal officer for years.	male
He is currently chief executive of the Queensland Resources Council. 	" Macfarlane was born in Kingaroy, Queensland, and was a farmer and president of the Queensland Graingrowers Association before entering politics."	male
"By 1950, he was in charge of the Sierra Leone Organization Society. "	" After heading the departments of Health, Agriculture, and Forestry, Margai was elected chief minister in 1954."	male
"In his explorations, he also had a chance to name several geographical features in the largely unexplored central and northern parts of New Brunswick, including Mount Carleton, the highest summit in the province, which he named after the first Lieutenant-Governor of New Brunswick, Thomas Carleton. "	" As a scientist, Ganong brought a special quality to the study of New Brunswick history, which featured an emphasis on map-based studies and in determining the exact location of key historic sites."	male
"In 1999, he was awarded the Order of the Palmetto by then-Governor Jim Hodges. "	" Gustafson continued to conduct occasional programs at BJU until 2010, as well as remaining active as a conductor of high school all-state choirs and orchestras and conducting church choir clinics."	male
"While in college, he was a member of the Young Americans for Freedom. "	" After graduating from college, Souder worked as a marketing manager and small business owner."	male
"It was thought that he was used to driving without a speedometer and so had misjudged his speed on the approach to Lincoln, entering a 15 mph curve at around 55 mph. "	" The driver had also evidently been inattentive because the home signal near the curve was not cleared until the train was almost at it, yet it passed the signal at around 60 mph."	male
"After a brief shootout, the policeman wounded Gaggi in the neck and arrested him. "	" Although charged with the murders, and the attempted murder of the police officer, Gaggi was only convicted of assault."	male
"In the late 1960s and throughout the 1970s, he worked with The Soft Machine, Savoy Brown, Ten Years After, King Crimson and Led Zeppelin. "	 As engineer unless otherwise specified:	male
Per's father Hauk Aabel played the starring role as Jeppe; it has been extremely unusual in Norwegian cinema for a son to direct a film with his father in a leading role. 	 Jeppe is a poor farmer who drinks too much.	male
"A few days later, the child is kidnapped by Gort and Hiller is also captured: both are taken to a derelict house where he encounters Salto (Hope). "	 It transpires that Hiller is a computer programmer who Salto had bribed to obtain details of the security system at a bank near Heathrow Airport.	male
"Guggenheim Foundation selected Frank Gehry as the architect, and its director, Thomas Krens, encouraged him to design something daring and innovative. "	 The curves on the exterior of the building were intended to appear random; the architect said that the randomness of the curves are designed to catch the light.	male
"Using its ability to manipulate matter, he plans to transform this dying world from a volcanic wasteland back to its former splendour. "	 The alien scientist makes a gruesome revelation: Psyche derives its energy from the minds of intelligent beings.	male
"In addition to his substantial contributions to web standards, Pemberton was also one of the developers of the ABC programming language and of the Views System, an open-architecture user interface system and application environment. "	 Pemberton was editor-in-chief of SIGCHI Bulletin from 1993 to 1999 and of ACM Interactions from 1998 to 2004.	male
In minutes he preempted any possibility of violent resistance from hard-line priistas. 	 It was an act of electoral integrity that will forever mark the mild-mannered economist as a historic figure of Mexico's peaceful transition to democracy.	male
Krohg's style made him a leading figure in the transition from romanticism to naturalism. 	" Krohg was the founding and editor-in-chief of the Kristiania Bohemian journal, Impressionisten from 1886 until 1890."	male
"Voyager is based on the 1957 novel Homo Faber by Swiss author Max Frisch, who wrote the novel as a reflection on his country's complex role during World War II. "	" The main character shows some resemblance to Frisch, a frustrated architect turned author."	male
"Anu is depressed that Balu sacrificed himself to save her, searches for him and loses hope. "	 Balu is saved by a truck driver and admitted to a hospital.	male
After Bayer he was the CEO of Treofan Group. 	" Prior to Neste, Vanacker was the CEO and Managing Director of CABB Group GmbH from 2015 to 2018."	male
"According to Goetz he then approached Cabey and shot him on the ground; however, another witness disputed that Goetz shot Cabey a second time. "	 Cabey ended up slumped in the short seat in the corner of the car next to the conductor's cab.	male
Tinhead was elated by his success and eager for another heist. 	" Towards the end of the series, Tinhead worked as a limousine driver."	male
"On March 9, 2018, he announced he was leaving BioWare once again to pursue his independent work. "	 Karpyshyn was at one point employed as a loan officer.	male
The driver saw Duggan move onto the road in front of him. 	" The car swerved from the inside lane to the outside, but the driver said Duggan leapt in front of the car, arms raised and mouth open."	male
His mother was Russian. 	" During World War I, Zoshchenko served in the army as a field officer, was wounded in action several times, and was heavily decorated."	male
"He has spent his political career representing Pernambuco, having served as state representative since 2011. "	 Before entering politics Coutinho worked as a civil engineer.	male
"Five years later, he was dismissed from the State Department after Joseph McCarthy accused him of being a Communist. "	 The former Foreign Service officer challenged the dismissal in court.	male
"While he was Managing Director of Internode, he was frequently active in the Internode forum on Whirlpool, and is a vocal commentator on Australian telecommunications competition issues and Government policies. "	" Hackett stepped down from the Redflow board effective at the 2018 AGM, while remaining involved in a technical role as Systems Integration Architect."	male
Lie joined the Labour Party in 1911 and was named as the party's national secretary soon after receiving his law degree from the University of Oslo in 1919. 	 Lie was editor-in-chief for Det 20de Aarhundre ('The 20th Century') from 1919 to 1921.	male
"They formed a songwriting duo who produced about forty songs and created Buscaglione's public persona, a humorous tough guy with a penchant for whisky and women. "	" At that time, Chiosso was a university student, while Buscaglione eked out a living as a jazz singer and musician in those clubs."	male
"Sensing that it was unsafe for him to remain in Germany he emigrated to the United States in 1936, where he became professor at the University of California, Berkeley. "	 Goldschmidt was the first scientist to use the term hopeful monster.	male
"There was then an argument between Dibdin and Harris over payment for the work, with the result that Dibdin instead embarked on a project to construct the Royal Circus, (afterwards known as the Surrey Theatre) for mixed entertainments of various kinds, he planning to form a combination of the stage and an equestrian ring or hippodrome. "	" Several parties including the landowner advanced the funds and became proprietors, and Dibdin was appointed sole manager for life, to receive a quarter of the profits."	male
