context	segment	gender
The students in the program were admitted as a group when Chicago and Schapiro were hired at Cal Arts after Chicago found that the Fresno State College Art department was reluctant to embrace her vision of a new kind of female centered art. 	 It was their intention to teach without the use of authoritarian rules or a unilateral flow of power from teacher to student.	female
The topic of her prize-winning essay was same-sex marriage. 	" Darville is reported to have worked variously as a graphic designer, property law lecturer, and physical education teacher."	female
"The last, published in 1859, had a short advertisement by Glascock's daughter, stating that the work has been translated into French, Russian, Swedish, and Turkish, and adopted by the navies of those powers, as well as by that of the United States. "	" Laughton remarked that the work was of course, quite obsolete, though still interesting to the student of naval history and customs."	female
"Professor Dame Sarah Cowley is a British district nurse and academic, specialising in the field of health visiting. "	 Cowley started a career in Eastbourne as a health visitor and practice teacher.	female
"Lavigne, who wore some of the clothes and jewellery from her line at various concerts before its official launch, pointed out that she was not merely licensing her name to the collection. "	 I actually am the designer.	female
She particularly enjoyed interacting with students and seeing their responses to what she taught them. 	" For example, one of the most rewarding parts of teaching for Gunatilleke was when a student understood a topic they had been struggling with."	female
"Work on them will be funded using Patreon, as mentioned in her blog. (as Michelle Sagara, Luna Books) Kaylin is a young woman with a complicated history. "	" The books tend to be more procedural than the author's other novels, but with an underlying, driving plot."	female
"She states that reading good writing can lead to creativity, so she picks up books if she is ever stuck so she can think of where she wants her books to go and how to get them to go in that direction. "	" Kirkus Reviews attributes the author with writing the novel in a lyrical manner while integrating historical events, however, it is relentlessly and explicitly brutal [that] it runs the risk of numbing, or perhaps exhausting, the reader."	female
"After retiring from active competition, Cheryl married her wife Kalen Curtis on February 28, 2014. "	 Haworth is also an artist and has a sold a number of paintings for hundreds of dollars.	female
"In it, students described her as a teacher who really communicates with the students and who, without any complaints . . . has stayed late, worked nights, and with quiet efficiency supported her staff in their monumental task. "	" After retiring from teaching, Cook became a novelist."	female
"Soon after she helped form Amici Forever with which she released two successful albums, The Opera Band (2004) and Defined (2005). "	 Maswanganyi is also active as a solo artist on both the concert and opera stages.	female
"The women now pursued their educational project with smaller groups, using suitably sized rooms in the homes of the more relatively well-to-to backers. "	" After further wrangling, they managed to find and recruit a qualified teacher with the necessary teaching permit and in 1856 opened a proper school, centrally located in Hamburg, which at the outset welcomed sixty pupils."	female
"Her personal papers were preserved after her death by her editor, literary agent, artistic collaborator, and lover Djuna Barnes. "	" The collection contains correspondences, visual poems, and other artistic/literary works by the artist."	female
"Both had handled her previous novel, We the Living. "	" According to Peikoff, [Macmillan's] comment was: the author does not understand socialism."	female
"From 2000 to 2003, she served as mayor of Stratford, Ontario. "	 Haslam was a teacher and librarian before entering public life.	female
"At age six, she appeared in her first commercial for Mama Celeste Pizza. "	" Patts attended Pasadena Alternative School and, while a student, was appointed to a student trustee's position on the Pasadena Board of Education."	female
"During the period between 1960 and 1964, Mitchell moved away from the all-over style and bright colors of her earlier compositions, instead using sombre hues and dense central masses of color to express something inchoate and primordial. "	" The marks on these works were said to be extraordinary: The paint flung and squeezed on to the canvases, spilling and spluttering across their surfaces and smeared on with the artist's fingers."	female
She received a Cannes Film Festival Award for Best Actress for her performance in the film Brink of Life (1958). 	 Dahlbeck retired from acting in 1970 and became an author.	female
"In 1967 she got a postgraduate from the National Academy of Sciences, in 1980 a doctorate and has been a university professor since 1988. "	 Is the author 200 scientific works and collaborated in near 40 inventions for Chemistry and Perfumuery industries.	female
"Unlike the heroine of the novel, she did not survive, but is commemorated in the church. "	" According to the preface, the work is a romance and not a historical novel, because the author neither dares, nor desires, to claim for it the dignity or cumber it with the difficulty of an historical novel."	female
"In November 1938 she teamed up with Marie Pappenheim to establish the Cercle Culturel Autrichien (loosely, Austrian cultural circle). "	 It was financed from Spiegel's earnings as a gymnastics teacher.	female
She has led the Gas & Power division since January 2000. 	 Cook is also member of board of directors of KBR (company) and The Boeing Company.	female
Her home town held a sponsored canoe event (canoeing from Pewsey to Bath where she was training) to help raise the money. 	" Rudman also spent some time as a supply teacher at Devizes School, a secondary school located in Devizes, Wiltshire."	female
She is Playboy's Playmate for October 1994. 	" Zdrok is also a non-practicing attorney, a clinical psychologist and sex therapist."	female
"This is a book full of vaporous, French-intellectual prose that makes Teilhard de Chardin sound like Ernest Hemingway by comparison; but that is not a criticism, because the author likes that sort of prose and has taken lessons in how to write it, and she thinks that plain, homely speech is part of a conspiracy to oppress the poor. "	" This is a book that clatters around in a dark closet of irrelevancies for 450 pages before it bumps accidentally into its index and stops; but that is not a criticism, either, because its author finds it gratifying and refreshing to bang unrelated facts together as a rebuke to stuffy minds."	female
She wrote for the New York Evening Post until 1928 - the first woman to serve as music critic for a New York daily newspaper - and gave guest lectures throughout the 1930s. 	 Samaroff developed a course of music study for laymen and was the first music teacher to be broadcast on NBC television.	female
"In 1987, she produced a report that the herpes simplex genome can remain harbored in trigeminal ganglia. "	" Cook mentored collaborators, postdoctoral fellows, graduate students, and technicians."	female
"The 11th century Vishnu temple at Trikodithanam, and the Kidangur Subramanya temple, have several sculptures of female dancers in Mohiniyattam pose. "	" The 16th century Vyavaharamala by Nambootiri contains the first known mention of the term Mohiniyattam, in the context of a payment to be made to a Mohiniyattam dancer."	female
Coordinates: 55.035°N 7.284°W Thornhill College is a Roman Catholic grammar school for girls. 	 It has a student population of approximately 1500 and a staff of 100 teachers.	female
"Bankhead claimed that her first performance was witnessed by none other than the Wright brothers, Orville and Wilbur. "	" I won the prize for the top performance, with an imitation of my kindergarten teacher, Bankhead wrote."	female
"She explained that I wasn't really thinking about coming back with another album because I thought, 'You know what? "	 I'm not really trying to do the artist thing anymore.	female
"She had another affair with a local man during a stay with her daughters in Samoa in 1989; when she returned she discovered Pat was also having an affair, which she accepted. "	" A prolific artist, Bewick paints in oil, sculpts, and works with cloth, but is most associated with watercolours."	female
"On November 18, 2004, she revealed on her website that she would return to music and announced that the album would be called The Emancipation of Mimi, stating, For the first time in my life, I feel free and unashamed to be who I really am, she wrote. "	 I am celebrating that I've grown into a person and artist who no longer feels imprisoned by my insecurities ...	female
"Susanne K. Langer, in her book 'Feeling and Form,' posited this idea. "	" Langer reasoned that film had become its own medium through its use of 'the dream mode', or a direct visual portrayal of an artist's intentions and/or imagination."	female
"The student, a member of the Iowa National Guard, would not be able to be in class on the day of an exam due to the requirements of the Guard, and spoke briefly with professor Cathy DeSoto, who said she would look into the university policy for military service which caused missed classes, but that the standard missed-class policy would apply. "	" The student later filed a standard grievance, as DeSoto had recommended."	female
"As early as the late 1820s and early 1830s, she and her sister began opening infant schools in northeastern Ohio. "	" After obtaining a degree from Oberlin College in 1840s, Cowles began a formal career as a teacher."	female
"For three days, her body lay in repose while thousands of people arrived to pay their respects. "	" A young student once asked Bakhita: What would you do, if you were to meet your captors?"	female
"Maria Lea Carmen Imutan Salonga, OL, (/ˈleɪə səˈlɒŋɡə/; born February 22, 1971) is a Filipina singer and actress, best known for her roles in musical theatre, for supplying the singing voices of two Disney Princesses (Jasmine and Mulan), and as a recording artist and television performer. "	 Salonga is the first Filipino artist to sign with an international record label (Atlantic Records in 1993).	female
"Addressing this, the art historians Rose-Marie and Rainer Hagen suppose that the donor is imagining that she has entered into his house. "	" The attendant dressed in a festive outfit is by a later artist, perhaps it was added after the donor's marriage."	female
Soon after World War II she traveled abroad to Paris. 	 A 1960 solo exhibit in Zagreb was the first time an American artist had mounted such a show in Yugoslavia.	female
"In January 2008, she authored Not My Child; Contemporary Paganism & New Spirituality. "	 The book discusses the author's view that casual occultism permeates youth culture and suggests tips for parents as well as classroom lessons.	female
"The popularity of the Harry Potter series has translated into substantial financial success for Rowling, her publishers, and other Harry Potter related license holders. "	 This success has made Rowling the first and thus far only billionaire author.	female
"The 20th century cookery writer Elizabeth David considers that it is plain to me that she is reporting at first hand, and sometimes with an original and charming turn of phrase; the television cook Fanny Cradock provided a foreword to a reprint of The Art of Cookery in 1971, in which she praised Glasse and her approach. "	" Craddock found the writing easy to follow and thought Glasse an honest cook, who seemed to have tried most of the recipes in the book."	female
"As her work has evolved over the past several years, Baker says she is less conscious of ‘riding the boundary’ between the historically disparate modes. "	 Flat Out also featured freestanding sculptural works such as Kurotoplac Kurve that the artist would explore further in subsequent shows.	female
In 1986 Pelletier composed and recorded her first album Premier Contact which received a nomination as Discovery of the Year at the Félix Awards. 	" This was followed by 150 performances and some music videos, establishing Pelletier's career as a Quebec artist."	female
She often uses herself and her family as models. 	 The Canopy Series (1987) draws on experiences from the artist's own family.	female
"In 1982, the Animal series enabled Rheims' to train her lens on another form of nudity: that of stuffed animals with fixed stares, which seemed to want to express something beyond death. "	" With Modern Lovers (1989-1990) [note] the photographer questioned gender, androgyny and transsexuality."	female
"In August 2019, she was elected secretary-treasurer of the SAG-AFTRA union. "	" Manheim was elected to the secretary-treasurer position with 16,047 votes."	female
"Her father was the head of a Protestant boarding school, and as a result of growing up in an educational environment Kramers learned several languages as a child. "	" At 15, Kramers began studying at a teacher training school in Arnhem."	female
"Secrist, son of J.S. "	" Secrist, volunteered as the construction manager with all other laborers volunteering their time as well."	male
Kretschmann is most famous for his 1917 claim that Einstein's use of the principle of covariance in General Relativity is vacuous. 	" Kretschmann claimed that the demand that a theory be put in generally covariant form does not limit or restrict the range of acceptable theories, but is simply a challenge to the mathematician's ingenuity."	male
"In the late 1960s and throughout the 1970s, he worked with The Soft Machine, Savoy Brown, Ten Years After, King Crimson and Led Zeppelin. "	 As engineer unless otherwise specified:	male
In minutes he preempted any possibility of violent resistance from hard-line priistas. 	 It was an act of electoral integrity that will forever mark the mild-mannered economist as a historic figure of Mexico's peaceful transition to democracy.	male
"According to the Law of Uppland, the hundreds of Uppland provided as many as four ships each (four ships, each with 24 crewmen and a steersman, each equals 100 men), those of Västmanland two ships and those of Roslagen one ship (the name indicate that this was seen as just one ship's crew but they were not part of a hundred and might have had the same rights/function of whole hundred only fewer people). "	" Later 12th-13th century changes to this law code list more extensive equipment for the more affluent freemen, with helmet, mail hauberk, shield, spear and sword being what the well-to-do farmer or burgher must bring to war."	male
"From 1961 until his retirement in 1989, Truesdell was professor of rational mechanics at Johns Hopkins University. "	" Truesdell was the founder and editor-in-chief of the journals Archive for Rational Mechanics and Analysis and Archive for History of Exact Sciences, which were unusual in several ways."	male
"After he and the others escaped Planet Doom, went to the Castle of Lions on Planet Arus, where they met Princess Allura and Coran and were designated as the Voltron Force. "	 Hunk is a mechanic and Voltron Force member.	male
"Any organization of men, but no fewer than ten, which individually and collectively, shall have duly petitioned for and received a Charter from the Supreme Lodge and which, thus Chartered and authorized, is functioning under the name and style of AHEPA, or its corporate name, shall be deemed to be a Chapter of the Order of AHEPA, and subject to its jurisdiction. "	" At the chapter level, the main officer positions are:"	male
"Schwartz started his career in 1987 at McKinsey & Company in New York City, focused on serving consumer products and financial services companies.[citation needed] In 1989, Schwartz left McKinsey and moved to Chevy Chase, Maryland, where he was a co-founder of Lighthouse Design, a company focused on building software for NeXT Computer, Inc. "	" Eventually, Schwartz became chief executive officer of Lighthouse."	male
"One of the Mhuruuks who was not slain was Orini, son of Olnar, being just an untrained boy. "	 Eventually Orini became the chief disciple of Dormammu.	male
"In 1993, ICI Pharmaceuticals demerged to become Zeneca, and in 1994 he was appointed chief executive officer of the new company. "	 McKillop became chief executive officer (CEO) of the merged company.	male
His neighbours question his authority and do not seem to think much of the Jesus they remember or his family. 	" Isn't this the carpenter (τέκτoν, tektōn)?"	male
He was the son of a brewery manager. 	" From 1927 to 1934, Roschmann was a member of the Fatherland's Front, which in turn was part of the Austrian home guard (Heimatschutz)."	male
Army officers forced him to relocate with his people to a small camp close to the Pine Ridge Agency. 	 Here the soldiers could more closely watch the old chief.	male
He took the stage name Robert T. Odeman when he began his career as an actor and musician. 	" After training to become a carpenter, Odeman studied classical piano, successfully performing throughout Europe for several years as a pianist."	male
"He has spent his political career representing Pernambuco, having served as state representative since 2011. "	 Before entering politics Coutinho worked as a civil engineer.	male
"Sowry was born in Palmerston North, and attended Tararua College in Pahiatua where he was head boy. "	" After working for a time at the Valuation Department, Sowry was employed by Hannahs, shoe manufacturers and retailers as a retail manager."	male
Air Marshal Ahmed Shafik received the highest medals and merits during his service. 	" As a young officer, Shafik served as a Mig-19 and Mig-21 fighter pilot and was later appointed as fighter air squadron commander."	male
He finished 6th in a thin field and was advised to retire on medical grounds after a heavy crash in the final round. 	 Soper was voted the greatest saloon car driver ever by readers of Motor Sport.	male
In 1945 he moved to Lübeck. 	 Kühnert's most active period as an architect was in the 1920s.	male
"In 1865, after 15 years of service as an officer, Luitenant Tan Tjoen Tiat was raised to the rank his father-in-law had held, that of Kapitein. "	" This mayoral elevation went against existing tradition, which favoured the longest-serving Kapiteins from long-established officer families, and thus showed the confidence in which the colonial government held the new Majoor."	male
"His original plan for the gameplay and combat was to combine mechanics from simulation and adventure games, breaking away from RPG trends. "	" Due to these creative differences, Kikuta resigned as Sacnoth's CEO following the release of Koudelka in 1999, going on the found the music label Norstrilia."	male
"Since the driver, 31-year-old Michael Hodder, had been killed in the collision, it was not possible to establish why he had passed the signal at danger. "	" However, Hodder was inexperienced, having qualified as a driver two weeks before the crash."	male
"Hazheev is a career soldier, and studied first at the Suvorov Military School in Sverdlovsk, then at the Tashkent Higher All-Arms Command School, where he graduated in 1963, and finally at the Frunze Military Academy in Moscow. "	" From 1983 until 1986, Hazheev served as chief adviser to the Soviet military mission in the Socialist Republic of Vietnam."	male
"In June 1933, after the mental asylum's director informed Himmler that Eicke was not mentally unbalanced, Himmler arranged his release, paid his family 200 Reich marks as a gift, reinstated him into the SS, and promoted him to SS-Oberführer (equivalent to senior colonel). "	" Eicke requested a permanent unit and Himmler granted the request, forming the SS-Wachverbände (Guard Unit)."	male
"They formed a songwriting duo who produced about forty songs and created Buscaglione's public persona, a humorous tough guy with a penchant for whisky and women. "	" At that time, Chiosso was a university student, while Buscaglione eked out a living as a jazz singer and musician in those clubs."	male
He also contributed to the Royal Society and the International Union for Co-operation in Solar Research. 	 This was an important appointment for such a junior scientist.	male
Vovos (Greek: Αρμόδιος Άρης Βωβός; born 21 October 1964) is a Greek businessman. 	 Vovos is a rally driver and was president of Maroussi Basketball Club.	male
"His main role during the miniseries is to observe and investigate Krona's actions, refusing to deviate from his non-involvement at the end when Krona demanded his aid. "	" At the end, Metron kept guard over the newly formed Cosmic egg."	male
"Approximately 40,000 men served with the division between 1940 and 1946. "	 The following officers served as commanding officer of the 7th Division:	male
"Alongside his communications management roles he specialised in crisis management and counterterrorist issues, and his final posting was to create and lead Britain's civil crisis management unit and the government's communication specialists. "	" After working as a trade and local news journalist, Granatt joined the civil service in 1979 as an information officer."	male
"Kotzen would later be expelled from the band following the world tour, after it was discovered that he had been romantically involved with the fiancee of drummer Rikki Rockett. "	 Kotzen would later claim that being in Poison helped me forget I was a musician while Rockett would lament the loss of the band's original attitude	male
"Among Lao Issara's prominent members were three European-educated princes; brothers Phetsarath Ratanavongsa and Souvanna Phouma, and their half brother, Souphanouvong. "	" Souphanouvong became commander in chief, as well as minister of foreign affairs."	male
"In early 1875, he moved to Cañon City, Colorado, and worked for James Clelland in his general mercantile store. "	" Peabody quickly climbed the ladder at Clelland's store, becoming a manager, then a full partner, and then purchasing the store outright in 1882."	male
And with the composer Franz Gleißner he started a publishing firm in 1796 using lithography. 	 Senefelder was appointed 1809 to be the Inspector of a new Institution set up for this purpose in Bavaria called the Lithographic Institute (Lithographische Anstalt) in Munich.	male
"In football, as a senior, he was a Football News All-Independent first team selection, and registered 74 knockdown blocks. "	" Thrust into a starting role immediately upon being drafted, Petitgout played left guard and right tackle before settling as the Giants' left tackle in 2002."	male
It is still incredible to me that he actually brought the orchestra through to the end. 	" The extensive press coverage of the incident made Monteux at age thirty-eight, truly a famous conductor."	male
He also served in that chamber's party leadership as the Senate Democratic Caucus Secretary from 2005 to 2010. 	 Albertson is a singer-songwriter and musician that has toured in 26 countries.	male
"It was thought that he was used to driving without a speedometer and so had misjudged his speed on the approach to Lincoln, entering a 15 mph curve at around 55 mph. "	" The driver had also evidently been inattentive because the home signal near the curve was not cleared until the train was almost at it, yet it passed the signal at around 60 mph."	male
"Simonson told the president in his 2006 resignation letter that he had accomplished what he had set out to do, and it was time to pursue other opportunities. "	 Simonson served as the Secretary's principal advisor on matters related to bioterrorism and other public health emergencies.	male
"About 1856, he led his people in relocating to the Omaha reservation in what is now northeastern Nebraska. "	 LaFlesche served as principal chief until 1888.	male
He demonstrated that the emission is mostly concentrated in the microwave spectral range. 	" By 1950, Prokhorov was assistant chief of the oscillation laboratory."	male
While wrestling on the independent circuit he worked as an accountant during the day. 	 Among these included the IPWA (Independent Pro Wrestling Association) Wohl was originally cast as the manager of a group known as the Rat Pack.	male
"There he handled a large number of corporate finance deals, including the bidding for UMTS licenses in Europe for Telefónica, totaling more than US$15 billion. "	" The firm in which Hayek was CEO, split into two entities in 2006 following Hayek's departure to join the Lebanese Government under Prime Minister Siniora."	male
"After a brief shootout, the policeman wounded Gaggi in the neck and arrested him. "	" Although charged with the murders, and the attempted murder of the police officer, Gaggi was only convicted of assault."	male
"In 1999, he was awarded the Order of the Palmetto by then-Governor Jim Hodges. "	" Gustafson continued to conduct occasional programs at BJU until 2010, as well as remaining active as a conductor of high school all-state choirs and orchestras and conducting church choir clinics."	male
"From 1959 to 1962 he read engineering at Keble College, Oxford, and then began his career as a designer at consultants Rendel, Palmer and Tritton. "	 Sainsbury also worked as project engineer and later as project director on the construction of the Natwest Tower which was completed in 1980.	male
Ziri ibn Manad or Ziri son of Mennad (died in 971) was the founder of the Zirid dynasty in the Berber world. 	" Ziri ibn Mennad was a chief of the Takalata branch of the Sanhajah confederation, to which the Kutama Berbers belonged."	male
"Byrnes began his talk show on March 23, 2011. "	" As of 2013, Byrnes also works as an analyst for select Pac-12 Network baseball games."	male
"To apease him, Asquith invited Isaacs to join the Cabinet; he was the first attorney general to sit in the Cabinet. "	" As law officer, Isaacs handled many high-profile cases."	male
He lived for about 10 years in the South of France where he built yachts. 	" Huggett was reported to have been an intelligence officer, who from 1989 ran a school for children in Hampshire."	male
Lie joined the Labour Party in 1911 and was named as the party's national secretary soon after receiving his law degree from the University of Oslo in 1919. 	 Lie was editor-in-chief for Det 20de Aarhundre ('The 20th Century') from 1919 to 1921.	male
"The Romantic revival, seeing in him a victim of its special bête noire Boileau, and attracted by his splendid diction, rich metrical faculty, and combination of classical and medieval peculiarities, adopted his name as a kind of battle-cry, and for the moment exaggerated his merits somewhat. "	 Ronsard was the acknowledged chief of the Pléiade and its most voluminous poet.	male
"He obtained leave of absence in 1898 to inquire into methods of teaching electrical subjects in Europe, but on his return resigned his chair as from 31 December 1898, as circumstances had made it necessary that he should live in England. "	" Threlfall now became a consulting engineer and established a high reputation as an electro-chemist, combining chemical insight with the aptitude of an engineer."	male
"Valuable time was lost when the train manager refused to stop the train until he had investigated the problem himself, saying this was company policy. "	" This decision was upheld in court, absolving the train manager of all charges."	male
His participation in a convocation of business leaders and students at Harvard University during the Vietnam War landed him in the Nixon Enemies List. 	 Palmieri served as the Deputy Rehabilitator and CEO at Mutual Benefit from 1991 until 1994.	male
"Throughout the film, the truck driver remains anonymous and unseen, with the exception of three separate shots, where the stunt driver can very briefly be seen in the truck's cab, where his arm waves Weaver on into oncoming traffic, and where Weaver observes the driver's snakeskin boots. "	" Spielberg says that the effect of not seeing the driver makes the real villain of the film the truck itself, rather than the driver."	male
"Afterward, while looking for a stream from which to obtain water with a friend, he discovers from the commanding officer that his regiment has a lackluster reputation. "	 The officer speaks casually about sacrificing the 304th because they are nothing more than mule drivers and mud diggers.	male
"Some of the White family's property at Ruthwaite (near Ireby) passed into his hands, which secured Peel a comfortable income. "	" Peel was a farmer by profession, and kept a pack of fox hounds."	male
"According to director Nicholas Meyer, writing in his autobiography, The View from the Bridge, Saavik was dropped from the film and Valeris created when Kirstie Alley proved unwilling to reprise the role, while Leonard Nimoy, in his autobiography I Am Spock, said there were also second thoughts about casting a popular, established character as a villain. "	" Saavik, however, does appear in the novelization of the film, as a recruiting officer who inspires Valeris to join Starfleet, and offers some insights on how to deal with a dual heritage."	male
A Soleil Securities alternative energy analyst cut Xethanol's rating to Sell-target $1.53 from Hold-target $10 after he became disillusioned by the response from Xethanol. 	 The analyst had been trying to obtain information from Xethanol for institutions interested in investing.	male
"Sensing that it was unsafe for him to remain in Germany he emigrated to the United States in 1936, where he became professor at the University of California, Berkeley. "	 Goldschmidt was the first scientist to use the term hopeful monster.	male
He served as Minister of Agriculture from 1912 to 1913. 	 Enge was a farmer by profession.	male
"In 1403, he was ordered to write a compilation of every subject and every known book of the Chinese. "	" Xie was appointed chief compiler of this encyclopedia, later named the Yongle Encyclopedia, and completed it by 1408."	male
"Another band Silenoz, or Ed Damnator as he was called, played rhythm guitar and occasional bass in was the Norwegian thrash metal band, Nocturnal Breed. "	 Before becoming a musician Silenoz used to work in a kindergarten.	male
"Since the architect has a deep involvement in the success of a project, he must perform his work under a clearly defined contract. "	" Under this contract, the architect and the owner are under the obligation of the contract and must abide by it."	male
"He only completed two of the 21 races he entered, although more of these were due to mechanical failures than driver errors. "	 1997 would be the last year Campos would spend as a professional driver.	male
"While the security officer makes his way far into the citadel, Battle Group Seven of the Pfhor fleet arrives and engages Durandal's ship. "	 The security officer is abruptly teleported to help hold back boarding parties while Durandal teleports all remaining Human and S'pht crew to a stronghold on the planet's surface.	male
"In Rather's narration about one of the memos, he referred to pressure being applied on Bush's behalf by General Buck Staudt, and described Staudt as the man in charge of the Texas National Guard. "	 Staudt had retired from the guard a year and a half prior to the dates of the memos.	male
"He has also expressed interest in pop music, citing his respect for both Taylor Swift and Lady Gaga. "	 Odadjian is currently mentoring the band Chameleon Conductor record their debut album.	male
"Popp was educated at Friedrich-Alexander-University (FAU), Nuremberg, where he studied electrical engineering from 1975 to 1981 and obtained a graduate Diploma. "	 From 1985 to 1990 was Popp development engineer for digital circuits on board-level.	male
He won his sole Railway Cup medal in 2005 as Munster defeated Leinster by 1-21 to 2-14 in Boston. 	 Mulcahy was appointed manager of the Cork Institute of Technology senior hurling team in 2011.	male
A hockey player and his friend Jay MacDonald were inspired to bring a team to St. 	" Pilous would be coach & general manager of the team, and MacDonald would be secretary & treasurer."	male
"While in college, he was a member of the Young Americans for Freedom. "	" After graduating from college, Souder worked as a marketing manager and small business owner."	male
"Anu is depressed that Balu sacrificed himself to save her, searches for him and loses hope. "	 Balu is saved by a truck driver and admitted to a hospital.	male
In 1972 he was awarded the Soviet honorary title of Hero of Socialist Labor. 	 Rudenko was one of the chief commandants of NKVD special camp Nr.	male
"He claims that he was circumvented, which is why he never apologised for his involvement, but he could have resigned, especially after the resignation of foreign minister Adam Rapacki, but did not. "	" Jaruzelski became a candidate member for the Politburo of the Polish United Workers' Party, the chief executive body of the party, obtaining full membership the following year."	male
"On 11 December 1931, three policemen were injured in a fight between New Guardsmen and communists in Darlinghurst. "	" A few days later, 13 members of the New Guard were arrested after violently disrupting a political meeting in Coffs Harbour."	male
His mother was Russian. 	" During World War I, Zoshchenko served in the army as a field officer, was wounded in action several times, and was heavily decorated."	male
"In 1994, after graduating from San Francisco State University's film school, he started working with Jamie Hyneman at M5 Industries. "	" Belleci worked as a stage manager, running errands and cleaning the shop, but quickly moved up the ranks."	male
He is the co-founder and CEO of Vivaldi Technologies. 	 Tetzchner is also a co-founder and the former CEO of Opera Software.	male
But Lax's primary contributions to the negotiation literature come from his two books with Professor Sebenius. 	 The Manager as Negotiator made a number of contributions to the field of negotiation.	male
"Bayles (pronounced 'Bay-Less') is known for his work with bands such as The Classic Crime, Isis, Soundgarden, Pearl Jam, Botch, Mastodon, Minus the Bear, Burnt by the Sun, and Norma Jean and as the keyboardist for American indie rock band, Minus the Bear. "	" Eventually moving on to engineering country demo sessions with session musician, Bayles learned the ropes of the recording studio."	male
"Santamaría began representing Spain in 1958, his debut coming on 15 October against Northern Ireland (6–2 friendly win in Madrid). "	" After working with the youth sides and spending two years with the under-21s, Santamaría was appointed manager of the full team for the 1982 World Cup, due to be played on home soil."	male
"Blume studied mathematics at Trinity College and pursued postgraduate study in finance at the University of Chicago, where he completed a master's degree and doctorate. "	" Blume was chief editor of the Journal of Finance from 1977 to 1980, and also served as editor of the Journal of Financial Economics, The Journal of Portfolio Management, and The Journal of Fixed Income."	male
"Ardzinba managed to consolidate his power relatively quickly and reneged on pre-election promises to increase the representation of Georgians in Abkhazia's autonomous structures; since then, Ardzinba tried to rule Abkhazia relatively single-handedly, but avoided, for the time being, overt conflict with the central authorities in Tbilisi. "	" However, Ardzinba created the Abkhazian National Guard that was mono-ethnically Abkhaz, and initiated a practice of replacing ethnic Georgians in leading positions with Abkhaz."	male
"He, along with his team, discovered natural antisense RNA. "	" Inouye was also a key scientist involved in the discovery and characterization of retrons, which are retroviral-like elements found in various bacterial genomes."	male
It's like he's had it – it ain't no fun no more. 	" The curse part of it is the business you have to deal with, and then the blessing part is you get to be a musician and have fun…"	male
In July 2007 he successfully completed the final part of the UEFA Pro Licence course and joined a group of only 111 coaches holding the game's top qualification. 	" Later in the 2004–05 season, Onuora became a coach and youth development officer at Swindon Town."	male
"Kujō no Kanezane writes in his diary Tamaha that Yoritomo's body is of rigorous power, and his fierce nature is accompanied with a clear distinction and firm resolution of the judgement of right and wrong. "	" Yoritomo practiced shudō with Yoshinao, a member of the Imperial Guard."	male
"Five years later, he was dismissed from the State Department after Joseph McCarthy accused him of being a Communist. "	 The former Foreign Service officer challenged the dismissal in court.	male
"In 1998, he was named principal conductor, and he became music director in 2004. "	" Solzhenitsyn stepped down as music director in 2010, and became conductor laureate."	male
"The son of a French wine importer and his German wife, Claude Dornier was born in Bavaria where he grew up and attended school, with science being his chief interest. "	" As a young engineer, Dornier first worked on strength calculations at the Nagel Engineering Works in Karlsruhe."	male
"At the University of Hull, he gained a BSc in Economics in 1954 during a two-year break from the Ministry of Power. "	 Dearing joined the civil service as a 16-year-old clerical officer in 1946.	male
"After his Athletics won the 1972 World Series, Williams again led them to victory in the 1973 Series over the New York Mets. "	" Nobody had ever won World Series as a manager in both leagues, thus ensuring that the winning manager of the 1984 Series would be the first to do so."	male
A Yonkers Police Department spokesperson said Jadakiss was one of four men sitting in a 2006 Toyota Camry that was parked near the intersection of Nepperhan Avenue and Elm Street in Yonkers at around 5 a.m. Saturday. 	 Officers said the vehicle's driver was behaving oddly and said they noticed a strong odor of marijuana while approaching the car.	male
After Antoine Arnauld's death in 1694 Quesnel was generally regarded as the leader of the Jansenist party; and his Réflexions morales sur le Nouveau Testament played almost as large a part in its literature as Jansen's Augustinus itself. 	" As its title betokens, Quesnel's book was a devotional commentary on the New Testament, wherein Quesnel managed to explain the aims and ideals of the Jansenist party better than any earlier writer had done; and it accordingly became the chief object of Jesuit attack."	male
A recruitment target of approximately one thousand soldiers is desired to eventually form a 757-man battalion. 	 Soldier fallout usually occurs due to voluntary withdrawal or failure to meet training standards.	male
"A graduate of the École des Hautes Études Commerciales, he received his MBA from Columbia Business School where he was a Fulbright scholar. "	 Perraud was executive vice president and chief financial officer (CFO) of Schlumberger.	male
"After Oesch was released from prison in February 1948, he devoted himself to military history, researching and writing extensively on Finnish experiences in World War II. "	 Oesch was also one of the founders and chief editor of a popular magazine on World War II Finnish history.	male
"Whilst still hugely popular with both the club's fans and his own players, Bassett resigned from the club in June 1987, after chairman Sam Hammam attempted to insert a clause into Bassett's contract that would allow Hammam to veto Bassett's team selections. "	 Bassett's reign as Watford manager was short-lived.	male
The director produces the play in the way he envisages how it ought to be seen as he interprets what the playwright intended within the drama; he takes care of the effectiveness of the rehearsals of the actors; and coordinates the work of designers and technicians in the production. 	" The stage manager has to work with the director, and ascertain whether both the director's objectives and the perceptions of the stage designers are compatible and realistic."	male
